Country Name,"Age dependency ratio, young","GNI per capita, Atlas method (current US$)",Human capital index (HCI) (scale 0-1),"Human capital index (HCI), lower bound (scale 0-1)","Human capital index (HCI), upper bound (scale 0-1)",People using at least basic drinking water services (% of population),People using at least basic sanitation services (% of population),"Population ages 00-04, female (% of female population)","Population ages 00-04, male (% of male population)",Population ages 0-14 (% of total population),"Population ages 0-14, female (% of female population)","Population ages 0-14, male (% of male population)","Population ages 05-09, male (% of male population)","Population ages 10-14, female (% of female population)","Population ages 10-14, male (% of male population)","Population ages 15-19, female (% of female population)","Population ages 15-19, male (% of male population)","Population ages 20-24, female (% of female population)","Population ages 20-24, male (% of male population)","Population ages 45-49, male (% of male population)","Population ages 50-54, male (% of male population)","Population ages 55-59, male (% of male population)","Tuberculosis death rate (per 100,000 people)",Urban population growth (annual %),transformed_High income,transformed_Low income,transformed_Lower middle income,transformed_Upper middle income,hdi
Niger,104.064383308758,550.0,0.31568518280983,0.29482802748680104,0.33261701464653004,46.91179747,14.75130566,19.49990989884,20.0520946100566,49.6719578310814,49.062893932947595,50.27438001045999,16.5869320588505,13.346478382243399,13.635353341552902,10.761858687650195,11.0096042247578,8.50605630171834,8.734745995637692,2.73877963035012,2.1843910908356596,2.04637324144743,15.0,4.42911381901051,0,1,0,0,0.377
Nigeria,80.8705835837584,2000.0,0.360609829425812,0.33457151055336,0.38145971298217796,77.60905338,42.72256141,16.2893057388147,16.6339871555216,43.487610717997505,43.1009378877436,43.863923830806506,14.633592533685201,12.4258819838113,12.596344141599698,10.5822457864885,10.6743770919775,8.752136693290401,8.77793899101995,3.64452113488247,2.8217758620143396,2.23066535590623,62.0,4.09661059095784,0,0,1,0,0.534
North Macedonia,23.565322203407398,5750.0,0.55734920501709,0.5513598322868349,0.562938094139099,97.74281579,98.32787804,5.2070158050572015,5.53337344345385,16.310177625332805,15.7695229479212,16.8503767760483,5.7532114484647305,5.2119137689448,5.5637918841297305,5.65042559464643,5.98437240615623,6.07337918211686,6.43441179659755,7.0669618310941695,7.0178317313274405,6.5447626066204725,1.2,0.268995477915187,0,0,0,1,0.759
Norway,26.461307711778,78290.0,0.771051168441772,0.764168739318848,0.7782204747200009,99.9999955,98.05107359,5.45885347144756,5.670911096893669,17.2571003576487,16.9661341929295,17.5418241646025,5.85616772074863,5.83393845950727,6.01474534696018,5.87130896343845,5.99930729497227,6.3720811752986215,6.6575960507784195,7.103365239857332,7.1020513630924,6.27573236768258,0.34,1.0211550755444,1,0,0,0,0.954
Oman,29.9816661505757,0.0,0.608116269111633,0.59517228603363,0.620704412460327,92.16802469,99.32024218,12.7709641601666,6.8811920848132,22.486882728439497,32.18564701979739,17.4900526076855,5.68575438471558,8.62886951794295,4.92310613815674,6.96104335887288,2.77969159374879,7.41243912664882,5.94463879319809,6.126940891274482,3.6795708304774397,2.7766650940737003,0.36,3.5816391981080598,1,0,0,0,0.8340000000000001
Pakistan,57.239094128249995,1270.0,0.406070023775101,0.39175963401794395,0.4194494783878329,90.14896508,68.39731114,12.547580065137598,12.7641768478672,34.8195636842817,34.530302296046,35.09241109818711,11.6353985022891,10.5360220698456,10.6928357480307,9.8236067632103,10.0666956641313,9.354855148544411,9.44996774799622,4.315204885931149,3.6743347022983395,3.0666793804388397,20.0,2.67494154391561,0,0,1,0,0.56
Palau,0.0,14390.0,0.588113486766815,0.5673240423202509,0.6051538586616519,99.6575455,99.62327456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.14632136952542,1,0,0,0,0.8140000000000001
Panama,40.7822482627586,12420.0,0.5016019940376281,0.48944056034088107,0.510967671871185,94.37254436,84.57385023,8.82936839408823,9.21578976609812,26.494779440002198,25.9484019587097,27.0399744430246,9.09272737374299,8.39124817623932,8.731457303183511,8.141351197834881,8.415328629368299,8.00384985205728,8.175870881715651,6.198677704316912,5.39451265811064,4.52011222845714,4.9,2.1164811192043302,0,0,0,1,0.795
Papua New Guinea,57.350891508482505,2720.0,0.429185003042221,0.413044840097427,0.44425606727600103,45.34401752,19.22383321,12.207044831472304,12.5357700141329,35.146010561724204,34.7041474507046,35.5695575726477,11.79832542044,10.982757301685,11.235462138074901,10.2161588780885,10.4277690894539,9.287078766509358,9.41605123561975,4.75329635785075,3.83363046817125,3.03009672351924,49.0,2.64312529703139,0,0,1,0,0.5429999999999999
Paraguay,44.9386019790676,5180.0,0.5281800627708441,0.509541630744934,0.541788995265961,99.59346633,92.72078540000001,9.76164210970392,9.895181494112071,28.8935018642733,28.7164818124549,29.0648279972188,9.62749285391076,9.43751300535607,9.542153649196,9.18752511993433,9.29924179717247,9.444952781649699,9.558735887163527,4.51536271231335,4.0545917072255495,3.5836947764570897,3.5,1.72999023792547,0,0,0,1,0.7240000000000001
Peru,37.0849730102409,6030.0,0.6051926612854001,0.5931746363639829,0.616166830062866,93.13936621,78.57670211,8.33711198054147,8.852206347719699,24.692138937652697,24.4471604099019,24.9403337500151,7.99489284985547,8.25936345162247,8.09323455243993,7.57425312958771,7.21511342296163,8.43185538207126,7.381427943257201,6.398133027926789,5.4952417806497085,4.6273901454128605,7.2,1.66241146999863,0,0,0,1,0.759
Philippines,46.6170604167064,3430.0,0.5159621238708499,0.500622451305389,0.530668556690216,94.10903456,82.25604781,9.46928504886873,9.90505067117097,30.0426785361611,29.414251581877604,30.6656665847399,10.623654057668901,9.767789638779401,10.136961855900099,9.26677464874966,9.826957053871313,9.00527127565384,9.434609952147813,5.240384471229401,4.6138419273898705,3.77231750814232,28.0,1.89324969217441,0,0,1,0,0.7120000000000001
Poland,23.0421705193895,15240.0,0.7530885934829709,0.743042945861816,0.76286369562149,99.96659155,100.0000026,4.7035115883039404,5.27497639722099,15.2177060186446,14.389415154923999,16.0988812067347,5.309189724899,4.93744285248414,5.51471508461473,4.3720957221083,4.8079813793118875,4.97553863343791,5.42766577799629,7.04387196711856,6.05636975653078,6.153360232476128,1.5,-0.0286616109172993,1,0,0,0,0.872
Portugal,20.3415786783003,21790.0,0.7689495682716371,0.7594370245933529,0.7777990698814391,99.91199367,99.60414613,3.6162260386962,4.27783054597045,13.0539569188451,12.058038894233801,14.1631671750241,4.69909623356718,4.46356962353748,5.18624039548643,4.778031344919,5.56503125807156,5.023346851744,5.59585608227471,8.08698694909696,7.342962342305219,7.193668203831072,2.4,1.01426954593886,1,0,0,0,0.85
Qatar,16.1083625305961,55990.0,0.637771606445313,0.632160842418671,0.6430392861366271,99.56810194,100.0,9.204874812305759,3.1989691173991504,13.639214551068699,26.7026574012641,9.31964981398389,3.2143492207183395,8.30980898837169,2.9063314758664,6.67472151412508,2.68786934763883,6.72430771379684,8.74319615174112,7.620910474404599,5.75183533590284,3.66258916880472,0.28,1.76236611097911,1,0,0,0,0.848
Romania,23.786902697286898,12580.0,0.584187865257263,0.572614371776581,0.5962278842926031,100.0,87.06644493,4.62195093572594,5.1612950816727805,15.520594441401501,14.6854590910149,16.403094234797198,5.305619723597999,5.31675666269045,5.93617942952638,4.88924772632305,5.4661942511325705,4.93079057889854,5.58620820892906,8.15499440234204,8.1433735959885,5.405642045809278,4.8,-0.239296210402507,0,0,0,1,0.816
Russian Federation,27.767415669390502,10690.0,0.681419610977173,0.6729212403297421,0.689803600311279,96.99254807,89.39067659999998,5.7588777278039895,7.04140293643587,18.362261821337306,16.662422629447402,20.3298406472154,7.09966701950859,5.09381408404134,6.18877069127089,4.420284930315559,5.353243633651,4.13921416183258,4.988051575585139,6.91127193272756,5.80864818471604,6.89070579064117,5.0,0.0141724625910293,0,0,0,1,0.8240000000000001
Rwanda,68.76269685376921,780.0,0.3795527517795561,0.36368390917778,0.391555368900299,60.41450115,68.83344246,14.202559296608,14.9180729245437,39.474235223650496,38.683703535639296,40.29180685271661,13.210194189776098,11.803905917557099,12.1635397383969,10.337204990054301,10.5748613530323,9.06745831066742,9.210763336108393,3.41260078044034,2.75666905538513,2.95002804113621,4.9,3.2283682891567005,0,1,0,0,0.536
Saudi Arabia,34.3933214404794,21930.0,0.576390504837036,0.5649206638336179,0.58694452047348,100.0,100.0,9.99570306511283,7.504291325730048,24.6962309936749,28.848281828801106,21.66798600468481,7.5032283048871,8.85853753422683,6.6604663740677,7.42256169377559,5.607981359184411,7.5264196111862995,6.100249422441901,9.24881781154012,6.3829682601845885,4.46295888970553,2.1,1.842570012469689,1,0,0,0,0.857
Senegal,78.43707266704601,1430.0,0.42011079192161604,0.40378797054290794,0.434972137212753,84.90523779,56.77646012,15.034494342507902,16.233593222683,42.591561704730296,41.038918623212396,44.2206470981674,14.990101930230699,12.0955145398801,12.996951945253699,10.2029185322306,10.893347456823301,8.86024906845737,9.294578183124392,3.18884905183529,2.5110928754091604,1.9525541303559,16.0,3.68878277228226,0,0,1,0,0.514
Serbia,23.43461163357561,7420.0,0.6766063570976261,0.665117859840393,0.687133073806763,95.29552932,97.89866471,4.539227349233991,5.063754030410419,15.367105276861901,14.547798997648801,16.220551629093098,5.2757105661185895,5.275635364185139,5.8810870325641105,5.56345072446244,6.18893923826966,5.74432798478325,6.381431570004192,7.04125172823672,6.55027711371792,6.22382526051774,1.1,-0.204257766705542,0,0,0,1,0.799
Seychelles,34.8654608301797,12200.0,0.632779061794281,0.609291434288025,0.65689092874527,0.0,100.0,8.07916327425315,8.1226828446242,23.766866299938002,23.7364564414104,23.7930966117488,8.11871765895438,7.57604225381516,7.55169610817027,6.57606313020605,6.49893931283332,6.459155341224611,6.481095977319139,7.7261642776423,6.87761454430104,6.01122147544559,1.0,1.5993509567052901,1,0,0,0,0.8009999999999999
Sierra Leone,71.1163562282623,510.0,0.36270210146904,0.345196336507797,0.3792309761047361,63.76628562,16.50967615,14.459052202016801,14.5910356047452,40.343623648188796,40.1889909919199,40.498799494328296,13.425117155739699,12.397059272536302,12.482646733843401,10.9108286662866,11.0244072259917,9.4044766609289,9.500610237164867,3.7781956822989,2.91904103220128,2.19157905365641,31.0,3.1025170978111203,0,1,0,0,0.438
Singapore,16.545559363396002,54920.0,0.879125714302063,0.871676206588745,0.886267602443695,100.0,100.0,4.45147674784781,4.37798003237481,12.3011782900897,12.5101951661462,12.1109038202868,3.71572340270591,4.21823430123748,4.01720038520607,4.60161558861527,4.46964444852277,6.39209120522107,7.162037673519889,8.482142419790371,8.11992592391821,8.48697545633825,0.43,-0.3119049612508211,1,0,0,0,0.935
Slovak Republic,22.958133799865305,18920.0,0.664987325668335,0.65712183713913,0.672512054443359,99.78769858,97.53262546,4.9445873215563205,5.46120544867949,15.553528967650301,14.8054523048276,16.3417879170759,5.44040408067922,4.92477412961183,5.440178387717191,4.57602625194383,5.06816115530723,5.0578973598118475,5.605648944377591,7.70711372931665,6.47140714671811,6.60456599431479,0.64,0.14342410223534902,1,0,0,0,0.857
Slovenia,23.604260118821802,25360.0,0.7749869823455809,0.7687781453132629,0.7809458374977108,99.5,98.09979585,4.7177259409295,5.02622605604552,15.1364302350527,14.637990537528903,15.6390367357978,5.4106816842634,4.853109412456809,5.20212899548892,4.267214204820919,4.5722206659389695,4.4509831350328,4.81641760768138,7.466070341856401,7.432164832935669,7.28427499203076,0.69,1.09910546039936,1,0,0,0,0.902
Solomon Islands,71.10259473605271,2300.0,0.419872611761093,0.408778667449951,0.43002885580062894,67.30102554,34.75592548,14.820683853845804,15.2089262502076,40.0300487418545,39.4495521539264,40.5921629034937,13.7389695987539,11.291526467939901,11.644267054532099,10.0232216482631,10.362993970142801,8.65154495047628,9.100904192268269,4.511799165096691,3.28378123013669,2.56798621092475,8.0,4.39674333988239,0,0,1,0,0.557
South Africa,43.84437867137249,6010.0,0.42545339465141296,0.41365456581115706,0.43670666217804,93.88505744,78.47461071,9.457290574139,9.99107270355722,28.801125096507807,28.06198238654601,29.5624399387569,10.0744482169572,9.04320313399824,9.49691901824246,8.11104614883394,8.46241437743112,8.132443380413001,8.47761494621511,5.401880311385419,4.41814577567945,3.5445152473239703,42.0,2.0154800329559497,0,0,0,1,0.705
South Sudan,74.7074839599439,0.0,0.30652084946632396,0.267352998256683,0.33447498083114596,40.95092717,15.84481734,15.070129670355199,15.4356922898997,41.32777069295521,40.8586379380813,41.7957727751528,13.8973059856713,12.2013016224222,12.462774499581801,10.640517357797698,10.8261196563135,9.44539294168993,9.5323695425355,3.57894875865026,2.9043297054049804,2.26863613048263,26.0,2.67911003501181,0,1,0,0,0.413
Spain,21.9427395340741,27360.0,0.728255033493042,0.722873985767365,0.73388797044754,99.92561261,99.90336421,4.0562371708638505,4.46362569825546,14.399467365666899,13.708630537492,15.1143046115868,5.03390192972181,5.077764989677809,5.616776983609519,4.57270630659882,5.0086128944573804,4.6303936522049405,5.02632522856962,8.75837930489141,7.958077733907468,7.33039961375796,0.54,0.7651872336759229,1,0,0,0,0.893
Sri Lanka,36.3921567637808,3720.0,0.5983242988586429,0.59227728843689,0.604202330112457,92.22757937,93.65293491,7.321778171505048,8.22346484502186,23.6848504400243,22.4903078701862,24.9816043105958,8.33763255975178,7.689805909779018,8.420506905822151,7.482070311241831,8.08986660726803,6.75372170517605,7.235439793574799,6.425211332504362,6.232386523067151,5.73835451812254,3.5,1.21697057013045,0,0,1,0,0.78
St. Kitts and Nevis,0.0,19080.0,0.586181640625,0.573051154613495,0.598464250564575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.820128227435399,1,0,0,0,0.777
St. Lucia,25.020492425392398,8560.0,0.602564752101898,0.587717175483704,0.615442216396332,96.88784457,83.36810833,5.73025631122126,6.0660016367698075,17.9526975880453,17.455770489340903,18.462321116542398,6.152263829598991,5.90728164193677,6.24405565017363,7.0391708777237785,7.323438986087449,8.53047517890287,8.75782442325982,6.656565879984961,6.63887107119949,5.8868416978169,1.3,0.920461209209923,0,0,0,1,0.745
St. Vincent and the Grenadines,32.1203389158394,7310.0,0.533341825008392,0.5219604969024659,0.544671952724457,0.0,0.0,6.94695682362185,6.94439503361912,21.9019289706147,22.039503736592998,21.772386068519,7.31616208331851,7.5499278261981795,7.5118289515813395,8.00306967055857,8.34786011597709,8.308209541559322,8.4367996015511,6.42498843786688,6.1990821445088695,6.257782204987731,0.98,1.11089466199054,0,0,0,1,0.728
Sudan,70.4083220913094,650.0,0.377445191144943,0.36208176612854,0.39090895652771,60.44867560000001,36.89208291,14.2341842169715,14.6792061731035,39.799367195706395,39.217487906967705,40.3821603716935,13.3945975530069,11.9701901023126,12.3083566455831,10.8093829661816,11.0873615387021,9.380669214173713,9.59079612521765,3.7728300093644602,3.18047937912919,2.49762008499908,9.4,3.2943578456010596,0,1,0,0,0.507
Suriname,40.2805208716902,4620.0,0.0,0.0,0.0,97.98963167,89.95421143,8.614793085959459,9.17401008065884,26.6654393214144,25.832385234329,27.488789846076607,9.24930975300351,8.5215823886612,9.06547001241427,8.35366605896948,8.90706935031985,8.05758502049265,8.555331691664799,6.2932888319053495,5.60880802653805,5.31642821770424,2.3,0.9843340882911908,0,0,0,1,0.7240000000000001
Sweden,28.4033129184267,54050.0,0.79535710811615,0.785323143005371,0.8050231337547299,99.82686763,99.2862251,5.7974459176524995,6.11273452756078,17.6235795377188,17.1702091314386,18.0752634886272,6.009906804716481,5.64965776994847,5.9526221563499275,5.243235403762808,5.47445940825235,5.23258132464923,5.53567768154124,6.55996198418367,6.8190672881135095,6.17705621347684,0.22,1.02894002235642,1,0,0,0,0.937
Switzerland,22.683890790975298,82620.0,0.7561151385307309,0.7467938661575321,0.765869855880737,100.00000279999999,99.89987655,5.05733816100547,5.38656173025828,14.9586313532815,14.466987849033599,15.4580207786013,5.180583038013361,4.578614390835071,4.89087601032968,4.77891386549323,5.04910975468879,5.456125586738732,5.73512314004315,6.97581636873819,7.9622968627144095,7.552598629417219,0.2,0.805290557309692,1,0,0,0,0.946
Syrian Arab Republic,47.823178711389296,0.0,0.0,0.0,0.0,93.92585718,89.69347966,10.7487913862127,11.1824284408849,30.7746543015697,30.194728228934608,31.3532833375095,9.992403024406787,9.818831493335919,10.178451872217801,8.827136651613529,9.17479493588233,8.982881251064,9.34174575188655,4.62325336627068,3.8107822259309705,3.2701013063259197,0.13,3.67672483541112,0,1,0,0,0.5489999999999999
Tajikistan,62.585975308833284,1060.0,0.5041163563728329,0.48066037893295294,0.525358021259308,81.85241502,96.76531446,13.9312843202229,14.5146281382797,37.2700598523011,36.521641182915,38.0070449117284,13.039578936679401,10.0327901834019,10.452837836769305,8.35532588995888,8.65471650764149,8.62984540683835,8.852896266920919,4.16204545482921,3.7541164333136803,3.29081610358284,9.6,3.0161883170296098,0,0,1,0,0.6559999999999999
Tanzania,80.9532029976423,1080.0,0.3898347020149229,0.377067387104034,0.400763750076294,60.71679759,31.760775800000005,16.1092095349529,16.4974445839665,43.554428049932795,43.0391185922614,44.070293806179706,14.611206391401,12.6673115126423,12.961642830812199,10.6830632225132,10.8606722403738,8.774359290977289,8.845581209246909,3.56179743813864,2.74339900549085,2.04687879592275,29.0,5.022127913462692,0,0,1,0,0.528
Thailand,23.482124917193108,7040.0,0.609310984611511,0.597819745540619,0.6204373836517328,100.0,98.71311912,4.87146005078205,5.44784116850762,16.5524951884655,15.6536441256577,17.50077283029,5.819544568902018,5.57172955522196,6.23338709288036,5.954302847933072,6.60908565785964,6.58033821476066,7.21282068040862,7.89111836933692,7.82732527705598,7.08297930345763,14.0,1.6955199411243302,0,0,0,1,0.765
Timor-Leste,62.5490105156859,1990.0,0.45431452989578297,0.43153291940689104,0.472169876098633,85.4956012,56.76669456,13.399417356639097,13.6126212397297,36.831949758996394,36.569303894510895,37.0890757412472,11.756238724067199,11.5984360625575,11.7202157774502,11.572830420116501,11.6336106099585,9.80573443728918,9.88109425704174,4.12973063841667,3.6830461003659294,3.0643519922190396,106.0,3.1373173645663703,0,0,1,0,0.626
Togo,71.97540383503679,920.0,0.431868046522141,0.409653574228287,0.45246288180351296,68.58372009,18.60319806,14.627008705482302,14.8486043126627,40.636334778161505,40.3192531110156,40.956410199145296,13.633549901879,12.2646106959938,12.4742559846036,10.6679845061696,10.8580755856915,8.909890119401359,9.058130739301118,3.93035011860939,3.00356556433892,2.2729501646354704,3.0,3.69876081759825,0,1,0,0,0.513
Tonga,58.6116693782499,5190.0,0.5311206579208371,0.514327526092529,0.545081198215485,98.73108083,92.89333236,11.247703293997299,11.8384243157417,34.7651260702966,33.4798174000341,36.04075306215029,12.1351882655376,10.8328755706249,12.067140480871,10.4066827041464,11.1995312263723,8.807985907222552,9.541811583245119,4.4438983819749005,4.5629820051413885,3.6462271283834906,1.1,1.1078962603428,0,0,0,1,0.7170000000000001
Trinidad and Tobago,29.320805868150398,15420.0,0.603487730026245,0.574239909648895,0.624052822589874,98.87517077,93.91521101,6.13384631017975,6.49905130205356,20.0621941738693,19.5100092584229,20.6287891835408,7.0620467271730005,6.70191265468341,7.0676911543143,6.2363099539337,6.556653404675031,5.9867841658386824,6.26343265112954,6.4530275115168,5.854573505637911,6.46026395656975,1.5,0.37439497221801504,1,0,0,0,0.799
Tunisia,36.3435110300052,3300.0,0.516809940338135,0.5081554651260379,0.524860441684723,97.54330899,97.43445889,8.20916415374229,8.78834320237403,24.290680662436102,23.3598573717502,25.236966177719196,8.907116356399321,6.8997355764631125,7.54150661894583,6.35019317319322,6.970709560820861,6.6328950667906925,7.27053456621266,6.010457361103151,5.796099203651679,5.47346142611051,1.6,1.50623169699819,0,0,1,0,0.7390000000000001
Turkey,35.6934591613959,9050.0,0.649261832237244,0.640502750873566,0.657944321632385,97.01426916,99.2249463,7.51802533886307,8.06206149107296,23.9420575994752,23.115353504215197,24.78994382882649,8.41274013852154,7.75388028300252,8.315142199232039,7.804961072705481,8.37965348600524,7.7764033213449295,8.28431079981627,6.393058912182631,5.56242205536658,4.77817520242338,0.5,1.7102872736366999,0,0,0,1,0.8059999999999999
Turkmenistan,47.7834992791732,0.0,0.0,0.0,0.0,100.0,99.41113393,10.6331508417876,11.298618197493699,30.791782729805004,29.9075371087735,31.703695471338506,11.4698364266446,8.45455255060866,8.93524084720019,7.82464481754166,8.25036793059667,7.458627502019192,7.85243036260949,5.22656778847611,4.6338038130070585,3.82095503669203,10.0,2.3833734744516604,0,0,0,1,0.71
Uganda,88.4947761988474,800.0,0.38417658209800704,0.3712354898452761,0.39628833532333396,55.85504921,19.78963715,16.6315411070365,17.4680569198294,46.015882422527284,44.9627153713884,47.0993239820001,15.794114134071501,13.2461652076442,13.837152928099199,11.2994289874401,11.6931745196579,9.504475022021472,9.41904782137999,2.9372735716254,2.2852769436653997,1.64127265547795,16.0,5.67477665543594,0,1,0,0,0.528
Ukraine,23.8449701193116,3540.0,0.6313871145248411,0.620419085025787,0.6425554156303411,93.92828195,97.74271759,4.37274513219958,5.36708314028995,15.9905178063575,14.459022817940301,17.764431271982,6.29052307173594,4.969227260423692,6.10682505995613,4.08475944661177,5.03898012293055,4.45343327448953,5.43251719821619,7.27212770690911,6.41046494848678,6.81076306603495,9.4,-0.374120952625126,0,0,1,0,0.75
United Arab Emirates,17.6523067651722,39410.0,0.6730118989944461,0.6617884039878851,0.683658003807068,99.96559599999999,99.22957,7.99898233526552,3.7277938853034,14.814079346825302,23.500393411897804,10.9335845785521,3.82616510655029,7.28265507026569,3.3796255866984,6.186111495846009,2.93438793133586,7.48196411913226,7.12734238699633,7.813717526709071,4.9092285955559,3.73403990931417,0.67,1.51740240268717,1,0,0,0,0.866
United Kingdom,27.7641705766713,39700.0,0.7829429507255551,0.7749444842338559,0.79124253988266,99.99999856,99.1069609,5.576374094157719,5.9905138017045,17.6772752194852,17.0631933663078,18.3060253711607,6.28621999936499,5.631240229435541,6.0292915700911776,5.2572315607434,5.60666547116539,5.8292276907925995,6.179262882532459,6.345228869179517,6.801600302184559,6.65541822197358,0.46,0.86500789642149,1,0,0,0,0.92
United States,28.2653893328687,64550.0,0.701764345169067,0.692523181438446,0.710881412029266,99.88352668,99.67961928,5.75377517323621,6.13914621380131,18.37174742144289,17.7805292584803,18.9753495194608,6.25596326856134,6.16683516366264,6.58024003709816,6.22461231143928,6.61492431685987,6.540027110102461,6.9131249886437205,6.0866606585021295,6.30062031669419,6.53417505435873,0.17,0.599210762260319,1,0,0,0,0.92
Uruguay,31.489422214931196,15790.0,0.59876024723053,0.589142382144928,0.608074367046356,99.49575756,98.05452933,6.4419393881332825,7.20940264643075,20.3350289170431,19.2345288575023,21.512319344874893,7.191408633313,6.3473081908063484,7.111508065131179,6.697259816942379,7.47007750533862,6.954975267225912,7.69786264490543,6.49315750838926,5.64851138270287,5.52642617449664,1.9,0.439157786385389,1,0,0,0,0.8079999999999999
Uzbekistan,43.3663149449192,1740.0,0.622805714607239,0.6042977571487429,0.6409625411033629,97.82878485,100.0,9.92570420207007,10.582012800206599,28.8000464187928,27.9493111282836,29.654628476944104,10.0852265070715,8.49499838453696,8.987389169665919,7.388470298106741,7.7632111507045805,8.12441074651683,8.502688939359949,5.32782756674016,4.48850500433673,4.2136339173492985,3.2,1.88841035704427,0,0,1,0,0.71
Vanuatu,66.24609043792711,3190.0,0.454658538103104,0.4355538189411161,0.470412790775299,91.23119075,52.70704482,13.484088208107801,13.9103346393474,38.410197138159496,37.624455301729796,39.17464191662921,12.906416597084,11.7866103261587,12.357890680197801,9.438135481315195,9.98073093968784,8.39957744619041,8.47003661121459,4.2552508189350595,3.83004688804676,2.91797803327124,4.8,2.9092584407357998,0,0,1,0,0.597
"Venezuela, RB",42.0950105861982,0.0,0.0,0.0,0.0,93.68580071,95.75957043,8.03082912330493,8.601207356603531,27.2626753326952,26.2606540123733,28.29806394482289,9.97389905077837,8.98239576455931,9.72295753744102,8.48064540259501,9.11862138478757,7.24450351605157,7.541860053377451,5.8781122425193075,5.526140563286259,4.842497625301291,2.4,-0.23635385633042802,0,0,0,0,0.726
Vietnam,33.6438255459654,2650.0,0.689964532852173,0.671133279800415,0.708236813545227,96.88435687,89.24647713,7.6479356550917,8.569941627944079,23.1940369706856,21.8979010174511,24.493960215113894,8.240540905029219,6.90216514541787,7.6834776821406,6.43414204282454,6.923802241948861,6.8116487272788,7.202281382372298,6.72211598383761,5.98364295145254,5.2061541140963605,8.9,2.8297342577094304,0,0,1,0,0.693
"Yemen, Rep.",66.6799023701351,0.0,0.3727844059467321,0.3528501391410829,0.38825079798698403,60.66356984,54.11663604,13.617088810925601,13.9756745181443,38.8322302005058,38.3466084651269,39.310614952361,13.299620598622901,11.758516309355901,12.0353198355938,10.6349152620471,10.8320973365364,9.75009565243065,9.86447573824533,3.38952085476292,2.42050824010806,1.99323327111475,7.3,3.94085956166852,0,1,0,0,0.463
Zambia,81.7398391837306,1160.0,0.39692753553390503,0.3813837766647341,0.4103184640407561,65.41238357,31.89963255,15.698446818483,16.362605934786803,44.017389076507214,43.19579353406711,44.855073148364404,15.059651723837199,12.9922906599001,13.4328154897404,11.413228171684999,11.6700681071725,9.483339528819787,9.52207435653673,3.2699747753654105,2.31130244229214,1.7005261778362,31.0,4.14160925731098,0,0,1,0,0.591
Zimbabwe,76.0986088449685,1140.0,0.46689310669899003,0.4444805979728701,0.48825860023498496,62.66645761,35.19236284,13.420436738675802,14.8696490839691,41.9111003998944,39.9238596937787,44.0886293166535,15.6445633889405,12.3326629276828,13.5744168437439,10.5803343414941,11.5158608067388,9.081129035350653,9.47745420550732,3.37737820448646,2.5250528411550497,1.91246205236597,14.0,1.5731686168358099,0,0,1,0,0.563
